Kategori,Baslik,Sikayet_Metni,Link
Banka,Ziraat BankasıKredi Kartımdan İzinsiz Otomatik Ödemeler Ve İade Talebi,"Ziraat Bankası’nda bulunan hesabıma bağlı 7397 ile biten kredi kartımdan 25.12.2025 tarihinde saat 09:47:44’te 15,14 TL tutarında, bilgim ve onayım olmadan Adksotth isimli bir servis üzerinden otomatik ödeme şeklinde para çekildiğini fark ettim. Geriye dönük ekstrelerimi incelediğimde, 21 Nisan 2025’ten başlayarak 21 Temmuz, 20 Ekim, 19 Aralık tarihleri ve benzeri dönemlerde aynı isimle, farklı tutarlarda toplamda yaklaşık 115 TL civarında izinsiz çekim yapılmış olduğunu gördüm.Bu işlemlerle ilgili tarafıma hiçbir şekilde bilgilendirme yapılmadı, herhangi bir otomatik ödeme talimatı vermedim ve bu servise yönelik bir onayım da bulunmuyor. Hesabım eksi bakiyeye düştüğünde hareketleri detaylı inceleyince bu durumu fark edebildim.Yapmış olduğum incelemeler sonucu, benim gibi benzer kesintilerden mağdur olan başka müşterilerin de olduğunu gördüm ve bu nedenle durumu ciddiyetle yetkililere iletmek istiyorum. Adksotth adı altında yapılan tüm bu izinsiz çekimlerin detaylı olarak incelenmesini, bugüne kadar kartımdan tahsil edilen tutarların eksiksiz şekilde tarafıma iade edilmesini ve bu otomatik ödeme/çekim işleminin derhal ve kalıcı olarak iptal edilmesini talep ediyorum.Bilgi ve onayım dışında gerçekleşen bu işlemlerle ilgili gerekli araştırmanın yapılarak tarafıma yazılı ve net bir açıklama sunulmasını, benzer bir durumun tekrar yaşanmaması için de gerekli güvenlik ve bilgilendirme önlemlerinin alınmasını rica ederim.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-kredi-kartimdan-izinsiz-otomatik-odemeler-ve-iade-talebi
Banka,Ziraat BankasıMüşteri Temsilcisi Tarafından Hakaret,"Evet Ziraat Bankasımüşteri temsilcisibana hakaret etti. Salı günü (günden tam emin değilim) saat 14.00'de olay yaşandı. Grzklı kelimesini kullandı. Ziraat'in kendi sistemimden şikayette bulundum fakat oradan takip edemedim, ne olup bittiğini, o yüzden sizinle paylaşmak istedim. İsminin K***** olduğunu hatırlıyorum.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-musteri-temsilcisi-tarafindan-hakaret
Banka,Bankkart Combo Parapuanları Yüklenmediği İçin Mağduriyet Yaşıyorum,"Ziraat Bankası’ndan maaş promosyonu almaktayım ve promosyon kapsamında yüklenmesi gereken Bankkart Combo parapuanlarım, 19 Aralık tarihinden bu yana hesabıma tanımlanmadı. Maaş promosyonu şartlarını yerine getirmeme rağmen kampanya gereği hak ettiğim ParaPuan’lar kartıma yüklenmedi.Bankkart Combo kartımın son 4 hanesi 4357 olup, konu hakkında hemşubehem de banka kanalları üzerinden bilgi almaya çalıştım; ancak “henüz bir gelişme yok” denilerek süreç uzatıldı ve somut bir çözüm sunulmadı. Bu belirsizlik ve gecikme nedeniyle mağduriyet yaşıyorum.Kredi kartım olmadığı için promosyon kapsamında hak ettiğim parapuanların banka kartıma tanımlanmasını ve bu işlemin en kısa sürede gerçekleştirilmesini talep ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/bankkart-combo-parapuanlari-yuklenmedigi-icin-magduriyet-yasiyorum
Banka,İzinsiz 60.279 TL’lik Kart İşlemi Ve Bankanın İhmalci Tutumu,"Ziraat Bankası adına bir adet kredi kartım bulunuyor. 23.12.2025 tarihinde saat 00:31’de, bilgim, iznim ve onayım olmadan kartımdan “Moka United Zara Giyim İstanbul” isimli mağaza adına 60.279 TL tutarında e-ticaret harcaması yapılmıştır. Bu harcama gerçekleştiği anda banka tarafından aranarak ve mesaj gönderilerek işlemin bana ait olup olmadığı soruldu; ben de işlemin bana ait olmadığını tuşlama yöntemiyle belirttim ve hemen ardından bankayı arayıp kartımı önlem amaçlı kapattırdım.İşlem önce provizyonda görünürken daha sonra döneme girdi ve kartıma borç olarak yansıtıldı. Sakarya Adapazarı şubesine gidip danıştığımda, bana “Yapacak bir şey yok, borcu ödeyeceksiniz, sonra haksızlık varsa size geri iade ederiz” şeklinde bir geri bildirim verildi. Bu borç ve işlem kesinlikle bana ait değildir. Üstelik bu işlem için telefonuma herhangi bir onay kodu gelmemiştir. Onay kodu olmadan bu kadar yüksek tutarlı bir işlemin yapılabilmesi ciddi bir güvenlik zafiyeti anlamına gelmektedir.Daha önce 25 TL’lik bir alışverişimde bile onay kodu isteyen Ziraat Bankası’nın, 60.279 TL tutarındaki bir harcamayı nasıl onay kodu olmadan gerçekleştirdiğini anlamakta güçlük çekiyorum. Borcu kesinlikle kabul etmiyorum ve gerekli resmi mercilere de başvurumu yaptım. Ziraat Bankası’ndan bu işlemin iptal edilmesini, kartıma yansıtılan borcun kaldırılmasını ve bu işlemin kim tarafından, hangi hesap veya yöntem üzerinden, nasıl onay kodu olmadan yapılabildiğinin detaylı şekilde araştırılarak tarafıma yazılı olarak bildirilmesini talep ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/izinsiz-60279-tllik-kart-islemi-ve-bankanin-ihmalci-tutumu
Banka,Bildirimsiz Artı Para Limit Kısıtlaması Ve Şube Personelinin İlgisiz Tutumu,"Uzun yıllardır müşterisi olduğum Akbank’ta hesabıma tanımlı Artı Para (kredili mevduat hesabı) limitimi kullanmak istediğimde, hiçbir bilgilendirme yapılmaksızın bu limitten yararlanamadığımı gördüm. Bunun üzerine müşteri hizmetlerini arayarak neden kullanamadığımı sorduğumda,müşteri temsilcisibu duruma anlam veremediğini belirtti ve benişubeye yönlendirdi.İlgili şubeye gittiğimde, hesabımın “izlemede” olduğu gerekçesiyle Artı Para limitimden yararlanamayacağım tarafıma sözlü olarak iletildi. Ancak bu konuda bana önceden ne yazılı ne de sözlü herhangi bir bildirim yapılmamıştır. Tarafıma tahsis edilmiş bir limitin tek taraflı ve bildirimsiz şekilde fiilen kullandırılmaması, hem müşteri hakları hem de bankacılıkuygulamaları açısından kabul edilebilir değildir. Böyle bir kısıtlamanın açık, anlaşılır ve yazılı şekilde önceden bildirilmesi gerektiğini düşünüyorum; buna ilişkin bana yapılmış hiçbir bilgilendirme bulunmamaktadır.Ayrıca şubedeki görüşme esnasında, finansal bir ihtiyaçla başvurmuş olmama rağmen banka personelinin son derece lakayıt bir tavırla, yiyecek‑içecek tüketerek ve durumun ciddiyetinden uzak bir üslupla konuşması, Akbank gibi kurumsal bir bankanın hizmet anlayışıyla bağdaşmamaktadır. Şubeden ayrılırken kimliğimin tarafıma iade edilmemesi ve bu durumun personel tarafından fark edilmemiş olması da, hem güvenlik hem de profesyonellik açısından ciddi bir zaaf olarak değerlendirilmelidir.Yaşadığım bu süreç, sadece maddi anlamda değil, psikolojik olarak da ciddi bir mağduriyet yaratmıştır. Bir bankanın, müşterisinin finansal ihtiyacını bu kadar ciddiyetsiz bir yaklaşımla ele almasını ve önceden bilgi vermeden tanımlı bir limiti fiilen kullanılamaz hâle getirmesini kabul etmiyorum.Bu kapsamda, hesabıma tanımlı Artı Para limitimin hangi gerekçeyle ve hangi tarihte kısıtlandığının yazılı ve gerekçeli şekilde tarafıma bildirilmesini, bildirim yapılmaksızın limit kullanımının engellenmesine ilişkin işlemin hukuki dayanağının açıklanmasını ve acilen tarafıma tanımlı limitin derhal yeniden kullanıma açılmasını talep ediyorum.Bu başvuruyu iyi niyetli bir çözüm beklentisiyle yaptığımı, ancak mağduriyetimin giderilmemesi halinde BDDK, Türkiye Bankalar Birliği ve diğer ilgili merciler nezdinde tüm yasal haklarımı kullanacağımı da bilgilerinize sunarım.",https://www.sikayetvar.com/akbank/bildirimsiz-arti-para-limit-kisitlamasi-ve-sube-personelinin-ilgisiz-tutumu
Banka,Ziraat BankasıTapu Randevu Gecikmesi Ve Konut Kredisi Sürecindeki Mağduriyet,"Ziraat Bankası İzmir YoluŞubesi üzerinden kullandığım konut kredisi için 23 Aralık tarihinde tapudan randevu alınmak üzere gerekli belgeler Genel Müdürlüğe gönderilmesine rağmen, aradan geçen zamana karşın Genel Müdürlük bir türlü tapu randevusunu almıyor ve süreç ilerlemiyor.Bu süreçle ilgili olarak bir kez şube ileiletişime geçtim ancak herhangi bir çözüm sunulmadı ve net bir bilgi de alamadım. Farklı bir ilden ev alıyorum, yıllık iznim kalmadığı için tekrar tekrar izin almam mümkün değil. Ayrıca süreç bu şekilde uzamaya devam ederse karşı tarafın satış işleminden tamamen vazgeçme riski doğdu ve bu durum beni ciddi şekilde mağdur ediyor.Ziraat Bankası Genel Müdürlüğü ve İzmir Yolu Şubesinden, tapu randevusunun acilen alınmasını ve konut kredisi sürecimin daha fazla gecikmeden hızlandırılmasını talep ediyorum. Sürecin bugün içerisinde sonuca erdirilmesini talep ediyorum; aksi takdirde oldukça zararım oluşacak.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-tapu-randevu-gecikmesi-ve-konut-kredisi-surecindeki-magduriyet
Banka,7 Gün Süren İnternet Kesintisi Ve Yanıltıcı Bilgilendirme Şikayeti,"Türk Telekom ev interneti abonesiyim.7042498127 numaralı abonemin genel arıza gerekçesiyle internet hizmetim 7 gündür kesintisiz şekilde yok. Bu süre boyunca defalarcamüşteri hizmetleriyle görüşmeme rağmen, her seferinde “Bugün saat 23.00’te düzelecek” denildi; ancak bu ifade 7 gündür tekrarlanmasına rağmen hiçbir çözüm sağlanmadı ve internet erişimim hâlâ yok.Arızanın ne zaman giderileceğine dair net ve şeffaf bir bilgi verilmemesi, mağduriyetimi daha da artırıyor. İnternet üzerinden yürüttüğüm bankacılık işlemlerimi yapamadım ve bu durum nedeniyle maddi zarara uğradım. İnternet üzerinden yaptığım işler ve çalışmalar için planlama yapamaz hâle geldim; evdeki diğer bireyler de bu uzun süreli kesintiden olumsuz etkilenmektedir. Bu kadar uzun süren bir kesinti yaşanmasına rağmen doğru ve tutarlı bilgilendirme yapılmaması, herhangi bir alternatif çözüm sunulmaması ve mağduriyetim için telafi önerilmemesi kabul edilebilir değildir.Türk Telekom’dan arızanın kesin ve net çözüm tarihinin açıkça bildirilmesini, kullanılamayan günler için faturaya yansıtılan tutarlarda indirim yapılmasını veya bu döneme ait bedelin iade edilmesini, ayrıca müşterilere gerçeği yansıtmayan, yanıltıcı saat bilgileri verilmeden doğru ve şeffaf şekilde bilgilendirme yapılmasını talep ediyorum. Aksi hâlde BTK ve ilgili yasal mercilere başvuracağımı belirtmek isterim.",https://www.sikayetvar.com/turk-telekom/7-gun-suren-internet-kesintisi-ve-yaniltici-bilgilendirme-sikayeti
Banka,Ziraat BankasıBankkart Yenileme Troy Kartı Gönderilmesi Ve Müşteri Hizmetlerinin İlgisizliği,"Ziraat Bankası Bankkart klasik banka kartımı yenilemek için 25.12.2025 tarihindemobil bankacılıküzerinden başvuru yaptım. Başvurunun sonunda kartımın Troy olarak güncellendiğini gördüm. Bunun üzerine hemenmüşteri hizmetlerini arayarak kartımın Troy değil, özellikle Mastercard veya Visa olarak gönderilmesini talep ettiğimi açıkça belirttim.Ancak aradan zaman geçmesine rağmen herhangi bir güncelleme yapılmadı ve kartım hâlâ Troy olarak basımda görünüyor. Müşteri hizmetleri ise talebimin alındığını, “eğer uygun olursa” bu şekilde gönderileceğini söyleyerek son derece ilgisiz ve baştan savma bir cevap verdi.Kartımın, talebim doğrultusunda Troy yerine ısrarla belirttiğim gibi Mastercard veya Visa olarak düzenlenmesini ve bu konuda net, açıklayıcı bir bilgilendirme yapılmasını istiyorum.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-bankkart-yenileme-troy-karti-gonderilmesi-ve-musteri-hizmetlerinin-ilgisizligi
Banka,AGT Kuryesinin Saygısız Davranışı NedeniyleZiraat BankasıKartım Teslim Edilmedi,"Ziraat Bankası banka kartımın teslimatı için görevlendirilen AGT kuryesi nedeniyle ciddi mağduriyet yaşadım. Dün akşam saat 19.00 civarında, hasta olduğum için istirahat halindeydim, kapı diyafonundan sürekli ısrarla zile basıp bağırdı. Kalkıp kapıyı açmama rağmen tekrar zile bastı, ardından camdan seslenip kartımı teslim etmesini istedim. Birinci katta oturuyorum, sesimi duyduğuna ve bana baktığına rağmen, kartı teslim etmeyip bilerek oradan uzaklaştı.Kurye kartı bırakmış olabilir diye aşağı indim ancak herhangi bir teslimat yapılmamıştı. Bu yaşanan durumu aynı gün içinde Ziraat Bankası’nı arayarak detaylı şekilde bildirdim ve kartımı teslim etmediği için banka kartımı iptal ettirmek zorunda kaldım. Bugün de AGTmüşteri hizmetlerini aramama rağmen hiçbir şekilde ulaşım sağlayamadım.Şikayet aşamasında şirket tarafından benden belge istenmesine rağmen, yaşadığım durumla ilgili şu an elimde sunabileceğim bir belge bulunmamaktadır. Hem saygısız tutumu hem de kartımı kasten teslim etmeyerek beni mağdur eden ilgili AGT kuryesi hakkında gerekli incelemenin yapılmasını, tarafıma süreçle ilgili bilgi verilmesini ve mağduriyetimin giderilmesini talep ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/agt-kuryesinin-saygisiz-davranisi-nedeniyle-ziraat-bankasi-kartim-teslim-edilmedi
Banka,İkamet İlçesi Nedeniyle Evden Üretim Hesabı Açılmaması,"24.12.2025 tarihinde Ziraat Bankası Pursaklar/AnkaraŞubesi’ne, Gelir İdaresi Başkanlığı tarafından tarafıma verilmiş Esnaf Vergi Muafiyeti Belgesi ile başvurarak “Evden Üretim Hesabı” açtırmak istedim.Şubepersoneli, ikamet adresimin farklı ilçede olması gerekçesiyle hesabın açılamayacağını belirtmiştir. Ancak bankacılık mevzuatında veya Ziraat Bankası’nın “Evden Üretim Hesabı” ürün tanımında, hesabın yalnızca ikamet edilen ilçedeki şubeden açılabileceğine dair herhangi bir kural bulunmamaktadır.Türkiye genelinde bankalar şube ayrımı olmaksızın hesap açabilmekteyken, bu gerekçe tamamen keyfi ve mevzuata aykırıdır. Ziraat Bankası’nın kendi internet sitesinde tanımlanan “Evden Üretim Hesabı”, esnaf vergi muafiyet belgesine sahip kişiler için düzenlenmiş olup, ikamet il/ilçe şartı yer almamaktadır.Mağduriyetimin giderilmesini, hesabımın açılmasını ve şube hakkında gerekli incelemenin yapılmasını talep ediyorum. Aksi halde BDDK ve ilgili tüm yasal mercilere başvurularımı sürdüreceğim.",https://www.sikayetvar.com/ziraat-bankasi/ikamet-ilcesi-nedeniyle-evden-uretim-hesabi-acilmamasi
Banka,"Sadık Müşteri Olarak Kredi Kartı Aidatı Haksız Yansıtıldı, İade Talebi","Yıllardır Denizbank Bonus kredi kartı ve diğer bankacılık ürünlerini aktif şekilde ve memnuniyetle kullanmaktayım. Denizbank kredi kartını tercih etmemin en önemli sebebi, daha önce diğer bankalardaki kartlarımı kart aidatı sebebiyle iptal ettirmek zorunda kalmam ve Denizbank’ta bu konuda sorun yaşamamamdı.Ancak Aralık 2025 dönem içi işlemlerimde kredi kartıma kart aidatı yansıtıldığını gördüm. Yıllardır sadık ve düzenli bir müşteri olarak böyle bir ücretle karşılaşmak beniaçıkçası hayal kırıklığına uğrattı.Kartı uzun yıllardır memnuniyetle kullanan bir müşteri olarak, kredi kartıma yansıtılan bu aidat tutarının iadesini talep ediyorum. Bu sebeple, bugüne kadar sorunsuz kullandığım kartımdan ve bankanızla olan ilişkimden vazgeçmek istemiyorum. Gereğinin yapılarak aidatın tarafıma iadesini rica ederim.",https://www.sikayetvar.com/denizbank/sadik-musteri-olarak-kredi-karti-aidati-haksiz-yansitildi-iade-talebi
Banka,CepteTebMobil Bankacılık Şifre Sorunu Kart Şifresi Zorunluluğu Girişi Engelliyor,"CepteTeb mobil bankacılık hesabımın şifresini unuttum ve iki gündür yeni şifre alamıyorum. Sistemde kart şifresi gerektiği söyleniyor fakat banka kartımı henüz hiç kullanmadığım için şifre belirlemedim ve kartla işlem yapmadım. Bu nedenle istenen kart şifresini giremiyor, mobil uygulamaya giriş yapamıyorum.Müşteri hizmetlerini aradığımda kart numaramı verdiğimde, kartla alışveriş yapmış ve şifre oluşturmuş olmam gerektiği söyleniyor; bu yüzden işlem yapılamıyor ve herhangi bir çözüm sunulmuyor. Batman şubesine telefonla ulaşmaya çalıştım ancak kimseye ulaşamadım. Hesabıma para yatırmak istiyorum fakat bu sorun nedeniyle para yatıramıyor, başka bankaya yönelmek zorunda kalıyorum ve mağdur ediliyorum.Kartını hiç kullanmamış ve hesabına para yatıramamış bir müşteri olarak, mobil uygulama şifremi oluşturabilmem için kart şifresi zorunluluğunun kaldırılmasını ya da şubeye gitmeden, müşteri hizmetleri üzerinden veya SMS ile çözülebilecek pratik bir yöntemle hesabıma erişimimin acilen sağlanmasını talep ediyorum.",https://www.sikayetvar.com/teb/cepteteb-mobil-bankacilik-sifre-sorunu-kart-sifresi-zorunlulugu-girisi-engelliyor
Banka,VakıfBankKazandıran Tarife Kesintisi İadesi Talebi,"VakıfBank üzerinden 24 Aralık 2025 tarihindemobil bankacılıkuygulaması üzerinden kredi kullandım. Kredi kullanımım sırasında “VakıfBank Kazandıran Tarife” adı altında hesabımdan 9.072 TL tutarında bir kesinti yapıldığını gördüm. Aynı gün içinde cayma hakkımı kullanarak bu tarifeden çıkmak ve kesilen tutarın iadesini talep ettim.Müşteri hizmetlerini aradığımda bu konuda yardımcı olamayacaklarını, mutlaka şubeye gitmem gerektiğini söylediler. Portföy yöneticimin Yalova Şubesi’nde olduğunu öğrendim ancak dünden beri yaklaşık 50 kez aramama rağmen hiçbir şekildetelefonlarıma cevap vermiyor. Ne portföy yöneticime ne de bankaya sağlıklı bir şekilde ulaşamıyorum.Ben bu işlemden caymış olmama rağmen, “VakıfBank Kazandıran Tarife” kapsamında kesilen 9.072 TL’nin en kısa sürede tarafıma eksiksiz olarak iade edilmesini talep ediyorum. Aksi durumda hem ilgili portföy yöneticisi hem de VakıfBank hakkında BDDK, CİMER ve diğer resmi mercilere şikayet süreçlerimi başlatacağımı belirtmek istiyorum.",https://www.sikayetvar.com/vakifbank/vakifbank-kazandiran-tarife-kesintisi-iadesi-talebi-5
Banka,İzinsiz Kredim Güvende Sigortası Kesintisi Ve İade Talebi,"21 Aralık 2025 tarihinde Akbank üzerinden mobil bankacılık kanalıyla kredi kullandığım sırada, bilgim ve iznim olmadan Aegis tarafından “Kredim Güvende” kapsamlı kredi hayat sigortası yapılmıştır. Bu sigortaya dair hiçbir aşamada açık bir bilgilendirme yapılmadı; herhangi bir onay vermediğim halde poliçe düzenlenmiş ve S2355995-0 numaralı poliçe adıma tanımlanmıştır.Kredi tutarı hesabıma yatar yatmaz, yine aynı gün 12.498,54 TL tutarında kesinti yapıldığını gördüm ve bu şekilde sigortadan haberdar oldum. Durumu fark ettikten sonra iptal ve iade için müşteri temsilcilerinize defalarca ulaşmaya çalıştım; ancak telefonlara cevap veren kimse olmadı, hiçbir kanaldan tarafıma dönüş yapılmadı.Bilgim ve rızam dışında yapılan bu Kredim Güvende/kredi hayat sigortasının derhal iptal edilmesini ve hesabımdan kesilen 12.498,54 TL tutarın eksiksiz şekilde tarafıma iade edilmesini talep ediyorum. Telefonla müşteri temsilcisine ulaşamadığım için, tarafıma ivedilikle dönüş yapılarak mağduriyetimin giderilmesini istiyorum.",https://www.sikayetvar.com/agesa-hayat-ve-emeklilik/izinsiz-kredim-guvende-sigortasi-kesintisi-ve-iade-talebi
Banka,"ATM'de Para Yatırma İşlemi Hatası: 26.700 TL Hesaba Geçmedi, Acil Çözüm Bekleniyor","24.12.2025 tarihinde saat 10.00 sularında Aydın Efeler’deki Ziraat Bankası ATM’sine 26.700 TL para yatırma işlemi yaparken, işlem esnasında ekranda “Paranıza el konuldu” uyarısı çıktı ve para hesabıma geçmedi. Bunun üzerine hemenmüşteri hizmetlerini aradım; ATM sayımı yapıldıktan sonra paranın hesabıma yükleneceği söylendi; ancak paranın benim için acil olduğunu özellikle belirtmeme rağmen ne net bir süre verildi ne de gün içinde çözüleceğine dair açık bir bilgi paylaşıldı.Bu parayla uzun yola çıkmam gerektiğinden mağduriyetim çok büyük oldu. Şu an yola çıkmış durumdayım ve üzerinden 24 saatten fazla zaman geçmesine rağmen hesabıma hâlâ herhangi bir para geçişi olmadı, tarafıma da bilgilendirme yapılmadı.Ziraat Bankası ATM’sine yatırdığım 26.700 TL’nin bir an önce hesabıma geçirilmesini ve bu gecikme nedeniyle yaşadığım mağduriyetin dikkate alınarak sürecin ivedilikle sonuçlandırılmasını talep ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/atmde-para-yatirma-islemi-hatasi-26700-tl-hesaba-gecmedi-acil-cozum-bekleniyor
Banka,Ziraat BankasıPromosyonunda Para Puanlarım Yüklenmedi,"Ziraat Bankası’ndan aldığım banka promosyonu hesabıma yattı ancak bu promosyonla birlikte verilmesi gereken para puanlar tarafıma tanımlanmadı. Kredi kartım yok banka veremiyor olmadığı için para puanların yüklenmediğini öğrendim. 2 sene önce de alamadımPromosyonu kabul ederken ParaPuan kazanacağım bilgisini esas alarak hareket ettim, fakat daha sonra bu hakkımdan yararlanamadım. Para puanlarımı alamadığım için mağdur oldum ve verilen sözün yerine getirilmediğini düşünüyorum.Ziraat Bankası’ndan, promosyon kapsamında hak ettiğim para puanların eksiksiz şekilde hesabıma yüklenmesini talep ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-promosyonunda-para-puanlarim-yuklenmedi
Banka,İzni Olmadan Alınan Konut Sigortası Ücreti İptali Ve İadesi Talebi,"Halkbank Sanayi Sitesi şubesinden kullandığım konut kredisinin ödemesine hâlen devam etmekteyim. Tarafımın bilgisi ve rızası olmadan Türkiye Sigorta A.Ş. tarafından özel konut sigortası adı altında 794037862/1 poliçe numarası ile hukuki olmayan bir şekilde 10.447,99 TL tutarında bedel alınmıştır. Bu sigorta bedelinin alınmasında bir zorunluluk bulunmamaktadır; poliçede, poliçe yenilenmesinin sigorta ettirenin talebine bağlı olduğu açıkça belirtilmektedir.Bu nedenle, bilgim dışında tarafıma zorla yaptırılan bu sigorta poliçesinin iptali ile söz konusu ücretin hesabıma iade edilmesini ve tarafıma bilgi verilmesini istiyorum.Konut kredisi almış olduğum için zorunlu DASK sigortasını zaten yaptıracağım. Fakat banka şubesinin yaptığı çekim, ""6502 sayılı Tüketicinin Korunması Hakkında Kanun'un 38. maddesinde açıkça belirtildiği gibi, tüketicinin rızası dışında bu tarz bir sigorta işlemi yapılamaz"" maddesine aykırıdır.Bu duruma istinaden, bilgim ve rızam dışında Türkiye Sigorta A.Ş. tarafından düzenlenen, poliçe numarası 794037862/1 olan kredili konut poliçesinin iptal edilmesini talep ediyorum. Eğer iptal edilmezse, Tüketici Hakem Heyeti, Türkiye Bankalar Birliği, Bankacılık Düzenleme ve Denetleme Kurumu (BDDK) ve CumhurbaşkanlığıİletişimMerkezi (CİMER) gibi ilgili kurumlara başvuracağımı bilgilerinize sunarım.",https://www.sikayetvar.com/halkbank/izni-olmadan-alinan-konut-sigortasi-ucreti-iptali-ve-iadesi-talebi
Telefon,Apple 12 Pro Max Cep Telefonu İçin Çift Sigorta Ödemesi İadesi,"EasyCep Tokat/Merkez şubenizden almış olduğum, m101332 numaralı siparişimin (Apple iPhone 12 Pro Max 256 GB) Fibabanka Tam Kapsamlı Telefon Kasko/Sigortası sehven iki kez ödenmiştir (6.155 TL). Birincisi EasyCep Tokat/Merkez şubeniz üzerinden, diğeri ise kendi Ziraat Bankası hesabımdan.Yani sonuç olarak, sizden almış olduğum aynı cihaza iki sigorta/kasko ücreti ödedim.İsim: Abdulhamit T*****GSM: 0534*****69 50Sigorta Poliçe No: 10994196Ödemeyi yaptığım, kendi adıma olan Ziraat Bankası hesabım: TR59**************************03Bilgilerim yukarıda yazılıdır.EasyCep şubesinden almış olduğum Apple iPhone 12 Pro Max cep telefonuna, yani aynı ürüne mükerrer sigorta yapılmış ve aynı ürün için çift ödeme alınmıştır (6.155 TL).Sigorta ödemelerinden bir tanesinin iptalini ve sonradan ödeme yaptığım (6.155 TL)’nin de yine ödemeyi yaptığım kendi adıma (Abdulhamit T*****) olan Ziraat Bankası TR59**************************03 IBAN numaralı hesabıma geri iadesini talep ediyorum.",https://www.sikayetvar.com/easycep/apple-12-pro-max-cep-telefonu-icin-cift-sigorta-odemesi-iadesi
Telefon,Ankara Çubuk Yukarı Çavundur Mahallesinde Cep Telefonu Şebeke Kesintisi Ve Fatura İndirimi Talebi,"Türk Telekom faturalı cep telefonu hattımda 22 Aralık’tan beri Ankara Çubuk Yukarı Çavundur Mahallesi bölgesinde hiç şebeke yok. Yaklaşık 3–4 gündür hattımı kullanamıyor, arama yapamıyor ve internet hizmetinden faydalanamıyorum.Durumu Türk Telekom müşteri hizmetlerine iletmeme rağmen sorunla ilgili herhangi bir çözüm sunulmadı ve mağduriyetim devam ediyor. Bu süreçte hattımı kullanamadığım günler için mağduriyetimin giderilmesini ve şebeke sorunu tamamen çözülene kadar faturama indirim uygulanmasını talep ediyorum.Yaşadığım bu sorunun bir an önce incelenerek çözüme kavuşturulmasını rica ederim.",https://www.sikayetvar.com/turk-telekom/ankara-cubuk-yukari-cavundur-mahallesinde-cep-telefonu-sebeke-kesintisi-ve-fatura-indirimi-talebi
Telefon,Getir Finans’ta Ani Makas Artışı Kullanıcıyı Mağdur Etti,"Getir Finans uygulaması üzerinden, özellikle düşük makas aralığı sunduğu için altın alım‑satım işlemleri yapmaktaydım. Alım yaparken alış ve satış arasındaki fark 54 TL civarındayken, hiçbir bilgilendirme yapılmadan bir gün içinde makas aralığı üç kattan fazla artırıldı ve şu anda alış‑satış farkı yaklaşık 170 TL’ye çıkarılmış durumda. Şu anda hesabımda 40 gram civarında altın bulunuyor ve bu ani makas artışı nedeniyle ciddi bir mağduriyet yaşıyorum.Konuyla ilgili olarak bugün müşteri hizmetlerini aradığımda, altının ani yükselmesi gerekçe gösterildi; ancak bu kadar yüksek ve bir anda yapılan makas artışının, kullanıcıya önceden açıkça bildirilmeden uygulanmasını kabul etmiyorum. Getir Finans hesabımda kayıtlı olan cep telefonu numaram üzerinden tüm bilgilerime ulaşılabilir.Düşük makas vaadine güvenerek yaptığım işlemler sonucunda uğradığım zararın giderilmesini ve makas aralığı politikasının şeffaf ve kullanıcıyı mağdur etmeyecek şekilde düzenlenmesini talep ediyorum.",https://www.sikayetvar.com/getirfinans/getir-finansta-ani-makas-artisi-kullaniciyi-magdur-etti
